,Tp,Cl,pH,Redox,Leit,Trueb,Cl_2,Fm,Fm_2,label
49204,8.0,0.17,8.39,752.0,211.0,0.026,0.111,1846.0,944.0,0
49205,8.0,0.17,8.39,752.0,211.0,0.026,0.111,1807.0,956.0,0
49206,8.0,0.17,8.39,752.0,211.0,0.026,0.111,1870.0,947.0,0
49207,8.0,0.17,8.39,753.0,211.0,0.026,0.111,1825.0,954.0,0
49208,8.0,0.17,8.39,752.0,211.0,0.026,0.111,1864.0,953.0,0
49209,8.0,0.17,8.39,752.0,211.0,0.026,0.111,1854.0,951.0,0
49210,8.0,0.17,8.39,753.0,211.0,0.026,0.11,1908.0,954.0,0
49211,8.0,0.17,8.39,752.0,211.0,0.026,0.111,1873.0,947.0,0
49212,8.0,0.17,8.39,753.0,211.0,0.026,0.113,1910.0,949.0,0
49213,8.0,0.17,8.39,753.0,211.0,0.026,0.111,1883.0,954.0,0
49214,8.0,0.17,8.39,751.0,211.0,0.026,0.111,1893.0,949.0,0
49215,8.0,0.17,8.39,752.0,211.0,0.025,0.11,1853.0,950.0,0
49216,8.0,0.17,8.39,752.0,211.0,0.025,0.111,1862.0,949.0,0
49217,8.0,0.17,8.39,752.0,211.0,0.025,0.111,1847.0,950.0,0
49218,8.0,0.17,8.39,752.0,211.0,0.025,0.111,1857.0,944.0,0
49219,8.0,0.17,8.39,751.0,211.0,0.026,0.111,1876.0,951.0,0
49220,8.0,0.17,8.39,751.0,211.0,0.025,0.111,1857.0,951.0,0
49221,8.0,0.17,8.4,752.0,211.0,0.025,0.113,1844.0,949.0,0
49222,8.0,0.17,8.39,752.0,211.0,0.025,0.111,1880.0,950.0,0
49223,8.0,0.17,8.4,753.0,211.0,0.025,0.111,1864.0,949.0,0
49224,8.0,0.17,8.4,751.0,211.0,0.025,0.111,1856.0,950.0,0
49225,8.0,0.17,8.4,752.0,211.0,0.025,0.11,1885.0,953.0,0
49226,8.0,0.17,8.39,751.0,211.0,0.025,0.111,1858.0,950.0,0
49227,8.0,0.16,8.4,751.0,211.0,0.025,0.111,1799.0,947.0,0
49228,8.0,0.16,8.4,753.0,211.0,0.025,0.11,1851.0,936.0,0
49229,8.0,0.16,8.4,752.0,211.0,0.024,0.109,1851.0,947.0,0
49230,8.0,0.16,8.41,752.0,211.0,0.025,0.111,1863.0,944.0,0
49231,8.0,0.16,8.4,751.0,211.0,0.025,0.111,1844.0,949.0,0
49232,8.0,0.16,8.4,751.0,211.0,0.025,0.111,1869.0,945.0,0
49233,8.0,0.16,8.41,752.0,211.0,0.025,0.11,1842.0,949.0,0
49234,8.0,0.16,8.4,751.0,211.0,0.025,0.111,1877.0,945.0,0
49235,8.0,0.17,8.41,751.0,211.0,0.025,0.111,1796.0,951.0,0
49236,7.9,0.17,8.4,751.0,211.0,0.025,0.111,1842.0,949.0,0
49237,7.9,0.17,8.4,751.0,211.0,0.025,0.111,1893.0,944.0,0
49238,8.0,0.17,8.4,751.0,211.0,0.025,0.111,1905.0,949.0,0
49239,7.9,0.17,8.4,751.0,211.0,0.025,0.111,1805.0,950.0,0
49240,7.9,0.17,8.41,752.0,211.0,0.025,0.111,1807.0,947.0,0
49241,7.9,0.17,8.41,751.0,211.0,0.024,0.11,1792.0,943.0,0
49242,8.0,0.17,8.41,753.0,211.0,0.024,0.111,1761.0,945.0,0
49243,8.0,0.17,8.41,752.0,211.0,0.025,0.111,1783.0,944.0,0
49244,7.9,0.17,8.41,751.0,211.0,0.025,0.11,1789.0,943.0,0
49245,8.0,0.17,8.41,751.0,211.0,0.024,0.111,1876.0,945.0,0
49246,8.0,0.17,8.41,753.0,211.0,0.024,0.11,1851.0,951.0,0
49247,8.0,0.17,8.41,752.0,211.0,0.025,0.111,1850.0,950.0,0
49248,8.0,0.17,8.41,751.0,211.0,0.024,0.111,1743.0,945.0,0
49249,8.0,0.17,8.41,751.0,211.0,0.024,0.109,1812.0,947.0,0
49250,7.9,0.17,8.41,751.0,211.0,0.024,0.11,1709.0,945.0,0
49251,8.0,0.17,8.41,751.0,211.0,0.026,0.111,1701.0,943.0,0
49252,7.9,0.17,8.41,752.0,211.0,0.024,0.111,1755.0,944.0,0
49253,7.9,0.17,8.41,751.0,211.0,0.024,0.11,1717.0,943.0,0
49254,7.9,0.17,8.41,751.0,211.0,0.024,0.109,1736.0,938.0,0
49255,7.9,0.17,8.41,751.0,211.0,0.024,0.109,1677.0,939.0,0
49256,8.0,0.17,8.41,752.0,211.0,0.024,0.109,1738.0,938.0,0
49257,7.9,0.16,8.41,751.0,211.0,0.024,0.111,1686.0,945.0,0
49258,7.9,0.16,8.41,751.0,211.0,0.024,0.109,1712.0,947.0,0
49259,7.9,0.16,8.41,751.0,211.0,0.024,0.11,1763.0,944.0,0
49260,7.9,0.16,8.41,751.0,211.0,0.025,0.11,1686.0,944.0,0
49261,7.9,0.16,8.41,751.0,211.0,0.024,0.111,1684.0,945.0,0
49262,7.9,0.16,8.42,751.0,211.0,0.024,0.109,1725.0,943.0,0
49263,7.9,0.16,8.41,751.0,211.0,0.024,0.109,1748.0,945.0,0
49264,7.9,0.16,8.42,751.0,211.0,0.024,0.109,1752.0,944.0,0
49265,7.9,0.16,8.41,751.0,211.0,0.024,0.11,1750.0,939.0,0
49266,7.9,0.16,8.41,751.0,211.0,0.024,0.11,1766.0,939.0,0
49267,7.9,0.16,8.41,751.0,211.0,0.024,0.11,1782.0,936.0,0
49268,7.9,0.16,8.41,751.0,211.0,0.024,0.111,1717.0,942.0,0
49269,7.9,0.16,8.41,751.0,211.0,0.025,0.111,1763.0,949.0,0
49270,7.9,0.16,8.41,751.0,211.0,0.025,0.111,1734.0,944.0,0
49271,7.9,0.17,8.41,751.0,211.0,0.025,0.109,1738.0,949.0,0
49272,7.9,0.17,8.41,751.0,211.0,0.025,0.111,1732.0,938.0,0
49273,7.9,0.17,8.41,752.0,211.0,0.025,0.111,1765.0,938.0,0
49274,7.9,0.17,8.41,751.0,211.0,0.025,0.111,1729.0,932.0,0
49275,7.9,0.17,8.41,752.0,211.0,0.025,0.111,1771.0,934.0,0
49276,7.9,0.17,8.41,751.0,211.0,0.025,0.111,1817.0,949.0,0
49277,7.9,0.17,8.4,751.0,211.0,0.024,0.111,1738.0,944.0,0
49278,7.9,0.17,8.4,752.0,211.0,0.025,0.111,1789.0,942.0,0
49279,7.9,0.17,8.39,753.0,211.0,0.025,0.111,1775.0,947.0,0
49280,7.9,0.17,8.41,752.0,211.0,0.025,0.111,1741.0,938.0,0
49281,7.9,0.17,8.4,752.0,211.0,0.026,0.111,1840.0,938.0,0
49282,7.9,0.17,8.39,751.0,211.0,0.025,0.111,1692.0,934.0,0
49283,7.9,0.17,8.39,751.0,211.0,0.025,0.111,1755.0,934.0,0
49284,7.9,0.16,8.39,752.0,211.0,0.025,0.109,1719.0,939.0,0
49285,7.9,0.16,8.39,751.0,211.0,0.025,0.111,1701.0,943.0,0
49286,7.9,0.16,8.39,752.0,211.0,0.025,0.111,1760.0,938.0,0
49287,7.9,0.16,8.39,752.0,211.0,0.025,0.111,1741.0,942.0,0
49288,7.9,0.16,8.39,752.0,211.0,0.025,0.111,1743.0,947.0,0
49289,7.9,0.16,8.39,752.0,211.0,0.025,0.109,1725.0,937.0,0
49290,7.9,0.16,8.39,752.0,211.0,0.025,0.108,1726.0,942.0,0
49291,7.9,0.16,8.39,753.0,211.0,0.024,0.109,1734.0,942.0,0
49292,7.9,0.16,8.39,751.0,211.0,0.024,0.111,1701.0,937.0,0
49293,7.9,0.16,8.39,751.0,211.0,0.024,0.111,1701.0,939.0,0
49294,7.9,0.16,8.39,751.0,211.0,0.024,0.108,1743.0,939.0,0
49295,7.9,0.16,8.39,752.0,211.0,0.025,0.111,1719.0,937.0,0
49296,7.9,0.16,8.39,752.0,211.0,0.025,0.111,1725.0,939.0,0
49297,7.9,0.16,8.39,753.0,211.0,0.025,0.111,1813.0,939.0,0
49298,7.9,0.16,8.39,751.0,211.0,0.025,0.111,1810.0,942.0,0
49299,7.8,0.16,8.4,752.0,211.0,0.025,0.111,1793.0,943.0,0
49300,7.9,0.16,8.39,751.0,211.0,0.024,0.109,1835.0,939.0,0
49301,7.9,0.16,8.4,752.0,211.0,0.024,0.111,1740.0,936.0,0
49302,7.8,0.16,8.4,751.0,211.0,0.024,0.111,1773.0,942.0,0
49303,7.8,0.16,8.39,752.0,211.0,0.024,0.111,1754.0,938.0,0
49304,7.9,0.16,8.39,752.0,211.0,0.024,0.111,1842.0,937.0,0
49305,7.9,0.16,8.39,752.0,211.0,0.024,0.109,1813.0,943.0,0
49306,7.9,0.16,8.39,751.0,211.0,0.024,0.111,1813.0,934.0,0
49307,7.9,0.17,8.4,752.0,211.0,0.024,0.111,1824.0,932.0,0
49308,7.8,0.17,8.4,751.0,211.0,0.024,0.111,1825.0,930.0,0
49309,7.9,0.17,8.39,752.0,211.0,0.024,0.111,1678.0,938.0,0
49310,7.8,0.17,8.39,752.0,211.0,0.024,0.111,1740.0,942.0,0
49311,7.9,0.17,8.4,753.0,211.0,0.024,0.111,1743.0,936.0,0
49312,7.9,0.16,8.4,752.0,211.0,0.024,0.111,1783.0,945.0,0
49313,7.9,0.16,8.4,752.0,211.0,0.024,0.111,1752.0,947.0,0
49314,7.9,0.16,8.4,751.0,211.0,0.024,0.111,1740.0,945.0,0
49315,7.9,0.17,8.4,751.0,211.0,0.024,0.111,1748.0,947.0,0
49316,7.9,0.17,8.39,752.0,211.0,0.025,0.111,1789.0,949.0,0
49317,7.9,0.17,8.39,752.0,211.0,0.031,0.111,1714.0,945.0,0
49318,7.9,0.17,8.4,752.0,211.0,0.026,0.111,1748.0,945.0,0
49319,7.9,0.17,8.39,752.0,211.0,0.026,0.111,1744.0,951.0,0
49320,7.9,0.17,8.4,751.0,211.0,0.027,0.111,1732.0,945.0,0
49321,7.9,0.17,8.39,753.0,211.0,0.025,0.111,1719.0,951.0,0
49322,7.9,0.17,8.39,752.0,211.0,0.025,0.111,1736.0,937.0,0
49323,7.9,0.16,8.4,752.0,211.0,0.024,0.111,1748.0,936.0,0
49324,7.9,0.17,8.39,751.0,211.0,0.024,0.111,1766.0,943.0,0
49325,7.9,0.16,8.39,752.0,211.0,0.024,0.111,1740.0,939.0,0
49326,7.9,0.17,8.39,751.0,211.0,0.024,0.109,1708.0,937.0,0
49327,7.9,0.16,8.4,751.0,211.0,0.025,0.111,1740.0,938.0,0
49328,7.9,0.16,8.4,751.0,211.0,0.024,0.111,1753.0,939.0,0
49329,7.9,0.16,8.4,752.0,211.0,0.024,0.109,1746.0,939.0,0
49330,7.9,0.16,8.4,751.0,211.0,0.024,0.109,1747.0,937.0,0
49331,7.9,0.16,8.4,751.0,211.0,0.024,0.109,1778.0,943.0,0
49332,7.9,0.16,8.4,751.0,211.0,0.024,0.109,1766.0,944.0,0
49333,7.9,0.16,8.4,751.0,211.0,0.024,0.111,1769.0,943.0,0
49334,7.9,0.16,8.4,752.0,211.0,0.024,0.108,1736.0,944.0,0
49335,7.9,0.16,8.41,752.0,211.0,0.024,0.111,1694.0,937.0,0
49336,7.9,0.16,8.4,752.0,211.0,0.024,0.111,1748.0,939.0,0
49337,7.9,0.16,8.39,751.0,211.0,0.024,0.111,1725.0,936.0,0
49338,7.9,0.16,8.4,752.0,211.0,0.024,0.111,1777.0,936.0,0
49339,7.9,0.17,8.39,752.0,211.0,0.024,0.111,1825.0,945.0,0
49340,7.9,0.17,8.4,752.0,211.0,0.024,0.111,1773.0,943.0,0
49341,7.9,0.17,8.39,751.0,211.0,0.024,0.111,1824.0,938.0,0
49342,7.9,0.17,8.4,751.0,211.0,0.024,0.111,1792.0,939.0,0
49343,7.9,0.17,8.4,751.0,211.0,0.024,0.111,1795.0,947.0,0
49344,7.9,0.17,8.39,753.0,211.0,0.024,0.111,1813.0,937.0,0
49345,7.9,0.17,8.39,751.0,211.0,0.024,0.111,1798.0,938.0,0
49346,7.9,0.17,8.4,751.0,211.0,0.028,0.111,1834.0,934.0,0
49347,7.9,0.17,8.39,751.0,211.0,0.024,0.111,1773.0,947.0,0
49348,7.9,0.17,8.39,751.0,211.0,0.024,0.111,1792.0,943.0,0
49349,7.9,0.17,8.4,751.0,211.0,0.024,0.111,1760.0,945.0,0
49350,7.9,0.17,8.39,752.0,211.0,0.026,0.111,1781.0,938.0,0
49351,7.9,0.17,8.4,752.0,211.0,0.024,0.111,1782.0,943.0,0
49352,7.9,0.17,8.41,751.0,211.0,0.024,0.111,1802.0,944.0,0
49353,7.9,0.17,8.41,752.0,211.0,0.024,0.111,1778.0,951.0,0
49354,7.9,0.17,8.41,751.0,211.0,0.025,0.111,1787.0,947.0,0
49355,7.9,0.17,8.41,751.0,211.0,0.026,0.111,1793.0,945.0,0
49356,7.9,0.17,8.41,752.0,211.0,0.025,0.11,1817.0,942.0,0
49357,7.9,0.17,8.41,752.0,211.0,0.027,0.111,1773.0,934.0,0
49358,7.9,0.17,8.41,752.0,211.0,0.027,0.111,1800.0,945.0,0
49359,7.9,0.17,8.41,751.0,211.0,0.028,0.111,1805.0,936.0,0
49360,7.9,0.17,8.41,751.0,211.0,0.028,0.111,1798.0,932.0,0
49361,7.9,0.17,8.41,752.0,211.0,0.027,0.11,1765.0,934.0,0
49362,7.9,0.16,8.42,752.0,211.0,0.027,0.111,1817.0,938.0,0
49363,7.9,0.16,8.43,752.0,211.0,0.027,0.111,1828.0,931.0,0
49364,7.9,0.16,8.42,752.0,211.0,0.027,0.11,1825.0,942.0,0
49365,7.9,0.16,8.44,752.0,211.0,0.027,0.111,1824.0,937.0,0
49366,7.9,0.17,8.44,751.0,211.0,0.027,0.111,1858.0,936.0,0
49367,7.9,0.16,8.44,751.0,211.0,0.026,0.113,1841.0,939.0,0
49368,7.9,0.16,8.44,751.0,211.0,0.026,0.111,1810.0,942.0,0
49369,7.9,0.17,8.44,751.0,211.0,0.027,0.11,1842.0,938.0,0
49370,7.9,0.17,8.44,752.0,211.0,0.028,0.111,1799.0,936.0,0
49371,7.9,0.17,8.44,751.0,211.0,0.027,0.111,1859.0,943.0,0
49372,7.9,0.17,8.44,752.0,211.0,0.026,0.111,1821.0,939.0,0
49373,7.9,0.17,8.44,753.0,211.0,0.026,0.111,1854.0,945.0,0
49374,7.9,0.17,8.44,752.0,211.0,0.027,0.111,1795.0,938.0,0
49375,7.9,0.17,8.44,752.0,211.0,0.027,0.111,1844.0,936.0,0
49376,7.9,0.17,8.44,752.0,211.0,0.027,0.111,1857.0,938.0,0
49377,7.9,0.17,8.44,752.0,211.0,0.027,0.113,1865.0,943.0,0
49378,7.9,0.17,8.44,752.0,211.0,0.027,0.111,1847.0,947.0,0
49379,7.9,0.17,8.44,752.0,211.0,0.027,0.114,1835.0,943.0,0
49380,7.9,0.17,8.44,751.0,211.0,0.026,0.113,1819.0,937.0,0
49381,7.9,0.17,8.44,752.0,211.0,0.027,0.113,1836.0,932.0,0
49382,7.9,0.17,8.44,752.0,211.0,0.03,0.113,1828.0,945.0,0
49383,7.9,0.17,8.44,751.0,211.0,0.027,0.114,1824.0,932.0,0
49384,7.9,0.17,8.44,752.0,211.0,0.027,0.113,1871.0,932.0,0
49385,7.9,0.17,8.44,752.0,211.0,0.026,0.113,1788.0,930.0,0
49386,7.9,0.17,8.43,753.0,211.0,0.026,0.114,1769.0,938.0,0
49387,7.9,0.17,8.44,751.0,211.0,0.027,0.113,1781.0,938.0,0
49388,7.9,0.17,8.43,753.0,211.0,0.027,0.113,1813.0,945.0,0
49389,7.9,0.17,8.43,752.0,211.0,0.027,0.114,1818.0,937.0,0
49390,7.9,0.17,8.42,752.0,211.0,0.027,0.111,1790.0,937.0,0
49391,7.9,0.17,8.41,753.0,211.0,0.026,0.114,1836.0,943.0,0
49392,7.9,0.17,8.41,752.0,211.0,0.027,0.114,1836.0,944.0,0
49393,7.9,0.17,8.41,753.0,211.0,0.027,0.114,1873.0,943.0,0
49394,7.9,0.17,8.41,753.0,211.0,0.027,0.114,1822.0,934.0,0
49395,7.9,0.17,8.41,754.0,211.0,0.027,0.113,1836.0,936.0,0
49396,7.9,0.17,8.4,753.0,211.0,0.027,0.114,1847.0,943.0,0
49397,7.9,0.16,8.4,752.0,211.0,0.026,0.113,1833.0,943.0,0
49398,7.9,0.16,8.4,752.0,211.0,0.026,0.114,1782.0,947.0,0
49399,7.9,0.16,8.4,752.0,211.0,0.026,0.113,1824.0,945.0,0
49400,7.9,0.16,8.4,753.0,211.0,0.026,0.114,1773.0,943.0,0
49401,7.9,0.16,8.39,753.0,211.0,0.026,0.113,1810.0,942.0,0
49402,7.9,0.16,8.39,754.0,211.0,0.027,0.114,1714.0,944.0,0
49403,7.9,0.16,8.4,752.0,211.0,0.026,0.113,1766.0,936.0,0
49404,7.9,0.17,8.39,754.0,211.0,0.026,0.114,1750.0,939.0,0
49405,7.9,0.17,8.39,752.0,211.0,0.026,0.114,1765.0,945.0,0
49406,7.9,0.16,8.39,753.0,211.0,0.026,0.116,1777.0,943.0,0
49407,7.9,0.16,8.39,752.0,211.0,0.026,0.114,1748.0,938.0,0
49408,7.9,0.17,8.39,752.0,211.0,0.026,0.117,1824.0,945.0,0
49409,7.9,0.16,8.39,753.0,211.0,0.027,0.114,1864.0,939.0,0
49410,7.9,0.17,8.39,753.0,211.0,0.028,0.117,1844.0,943.0,0
49411,7.9,0.17,8.39,754.0,211.0,0.027,0.114,1854.0,945.0,0
49412,7.9,0.17,8.39,752.0,211.0,0.026,0.114,1752.0,945.0,0
49413,7.9,0.17,8.39,753.0,211.0,0.027,0.114,1781.0,945.0,0
49414,7.9,0.17,8.41,752.0,211.0,0.027,0.114,1790.0,942.0,0
49415,7.8,0.17,8.41,752.0,211.0,0.027,0.114,1760.0,943.0,0
49416,7.9,0.17,8.41,751.0,211.0,0.027,0.114,1746.0,944.0,0
49417,7.9,0.17,8.41,752.0,211.0,0.028,0.114,1792.0,938.0,0
49418,7.9,0.17,8.41,753.0,211.0,0.027,0.114,1784.0,939.0,0
49419,7.9,0.17,8.41,752.0,211.0,0.028,0.114,1810.0,936.0,0
49420,7.9,0.17,8.41,752.0,211.0,0.028,0.114,1789.0,944.0,0
49421,7.9,0.17,8.41,752.0,211.0,0.028,0.114,1760.0,949.0,0
49422,7.9,0.17,8.41,753.0,211.0,0.028,0.114,1775.0,938.0,0
49423,7.9,0.17,8.42,752.0,211.0,0.028,0.114,1771.0,938.0,0
49424,7.9,0.17,8.41,752.0,211.0,0.029,0.113,1755.0,939.0,0
49425,7.9,0.17,8.41,751.0,211.0,0.028,0.114,1784.0,936.0,0
49426,7.9,0.17,8.41,751.0,211.0,0.033,0.114,1748.0,932.0,0
49427,7.9,0.17,8.41,751.0,211.0,0.028,0.114,1755.0,944.0,0
49428,7.9,0.17,8.41,751.0,211.0,0.028,0.114,1793.0,944.0,0
49429,7.8,0.17,8.41,752.0,211.0,0.029,0.114,1766.0,937.0,0
49430,7.9,0.17,8.41,752.0,211.0,0.029,0.114,1778.0,950.0,0
49431,7.9,0.17,8.41,751.0,211.0,0.03,0.114,1795.0,943.0,0
49432,7.9,0.16,8.41,753.0,211.0,0.029,0.114,1799.0,942.0,0
49433,7.9,0.17,8.41,751.0,211.0,0.03,0.114,1746.0,942.0,0
49434,7.9,0.16,8.41,752.0,211.0,0.03,0.114,1788.0,939.0,0
49435,7.9,0.16,8.4,752.0,211.0,0.033,0.114,1810.0,939.0,0
49436,7.9,0.16,8.4,752.0,211.0,0.031,0.114,1892.0,943.0,0
49437,7.9,0.16,8.4,752.0,211.0,0.031,0.114,1750.0,932.0,0
49438,7.9,0.16,8.39,752.0,211.0,0.031,0.116,1817.0,937.0,0
49439,7.9,0.16,8.39,752.0,211.0,0.031,0.114,1851.0,934.0,0
49440,7.9,0.17,8.39,751.0,211.0,0.031,0.114,1822.0,932.0,0
49441,7.9,0.17,8.39,752.0,211.0,0.031,0.114,1783.0,936.0,0
49442,7.9,0.17,8.39,754.0,211.0,0.031,0.114,1747.0,942.0,0
49443,7.9,0.17,8.39,752.0,211.0,0.032,0.114,1788.0,943.0,0
49444,7.9,0.17,8.39,751.0,211.0,0.032,0.113,1765.0,945.0,0
49445,7.8,0.17,8.39,752.0,211.0,0.031,0.114,1754.0,945.0,0
49446,7.9,0.17,8.39,753.0,211.0,0.031,0.117,1796.0,939.0,0
49447,7.9,0.17,8.39,751.0,211.0,0.031,0.116,1799.0,947.0,0
49448,7.9,0.17,8.38,752.0,211.0,0.031,0.116,1761.0,949.0,0
49449,7.8,0.17,8.38,753.0,211.0,0.031,0.117,1753.0,945.0,0
49450,7.8,0.17,8.38,753.0,211.0,0.031,0.114,1787.0,945.0,0
49451,7.8,0.17,8.38,753.0,211.0,0.031,0.116,1754.0,939.0,0
49452,7.9,0.17,8.37,754.0,211.0,0.03,0.114,1753.0,944.0,0
49453,7.8,0.17,8.38,753.0,211.0,0.03,0.114,1747.0,944.0,0
49454,7.8,0.17,8.37,753.0,211.0,0.03,0.116,1798.0,945.0,0
49455,7.8,0.17,8.37,753.0,211.0,0.03,0.114,1770.0,947.0,0
49456,7.9,0.17,8.36,754.0,211.0,0.03,0.114,1782.0,950.0,0
49457,7.9,0.17,8.36,753.0,211.0,0.03,0.114,1737.0,939.0,0
49458,7.8,0.17,8.36,753.0,211.0,0.03,0.114,1740.0,947.0,0
49459,7.9,0.17,8.36,753.0,211.0,0.03,0.117,1743.0,947.0,0
49460,7.8,0.17,8.36,753.0,211.0,0.03,0.114,1799.0,950.0,0
49461,7.9,0.17,8.36,753.0,211.0,0.03,0.114,1701.0,944.0,0
49462,7.8,0.17,8.36,753.0,211.0,0.029,0.116,1769.0,944.0,0
49463,7.8,0.17,8.36,754.0,211.0,0.03,0.116,1738.0,949.0,0
49464,7.8,0.16,8.35,753.0,211.0,0.03,0.116,1743.0,950.0,0
49465,7.9,0.17,8.36,754.0,211.0,0.03,0.117,1753.0,951.0,0
49466,7.8,0.17,8.35,753.0,211.0,0.03,0.114,1755.0,947.0,0
49467,7.8,0.17,8.36,753.0,211.0,0.03,0.114,1787.0,943.0,0
49468,7.8,0.17,8.35,754.0,211.0,0.03,0.114,1752.0,942.0,0
49469,7.8,0.16,8.35,754.0,211.0,0.029,0.115,1790.0,943.0,0
49470,7.8,0.16,8.35,754.0,211.0,0.029,0.114,1805.0,942.0,0
49471,7.9,0.16,8.35,753.0,211.0,0.029,0.114,1767.0,943.0,0
49472,7.9,0.17,8.35,754.0,211.0,0.029,0.113,1761.0,942.0,0
49473,7.8,0.17,8.36,754.0,211.0,0.029,0.116,1744.0,947.0,0
49474,7.9,0.17,8.36,752.0,211.0,0.029,0.114,1798.0,939.0,0
49475,7.8,0.17,8.36,754.0,211.0,0.028,0.114,1792.0,949.0,0
49476,7.8,0.17,8.36,753.0,211.0,0.029,0.114,1859.0,949.0,0
49477,7.8,0.17,8.36,754.0,211.0,0.028,0.114,1724.0,950.0,0
49478,7.8,0.17,8.36,754.0,211.0,0.028,0.114,1765.0,942.0,0
49479,7.9,0.17,8.37,753.0,211.0,0.028,0.116,1755.0,937.0,0
49480,7.9,0.17,8.37,754.0,211.0,0.028,0.114,1793.0,936.0,0
49481,7.9,0.17,8.37,754.0,211.0,0.028,0.114,1910.0,942.0,0
49482,7.9,0.17,8.37,754.0,211.0,0.028,0.114,1793.0,943.0,0
49483,7.9,0.17,8.37,754.0,211.0,0.028,0.116,1744.0,945.0,0
49484,7.8,0.17,8.37,754.0,211.0,0.028,0.113,1759.0,947.0,0
49485,7.8,0.17,8.37,753.0,211.0,0.071,0.116,1760.0,949.0,0
49486,7.9,0.17,8.37,754.0,211.0,0.028,0.114,1665.0,945.0,0
49487,7.8,0.17,8.37,753.0,211.0,0.027,0.114,1755.0,944.0,0
49488,7.9,0.17,8.37,754.0,211.0,0.028,0.116,1708.0,943.0,0
49489,7.9,0.17,8.37,754.0,211.0,0.027,0.114,1715.0,944.0,0
49490,7.9,0.17,8.37,753.0,211.0,0.027,0.114,1738.0,939.0,0
49491,7.9,0.17,8.37,753.0,211.0,0.028,0.114,1696.0,949.0,0
49492,7.9,0.17,8.37,754.0,211.0,0.028,0.114,1731.0,944.0,0
49493,7.9,0.17,8.36,753.0,211.0,0.028,0.114,1692.0,938.0,0
49494,7.9,0.17,8.36,754.0,211.0,0.028,0.114,1755.0,944.0,0
49495,7.9,0.17,8.37,754.0,211.0,0.028,0.114,1709.0,947.0,0
49496,7.9,0.17,8.36,753.0,211.0,0.027,0.114,1748.0,943.0,0
49497,7.9,0.17,8.36,754.0,211.0,0.027,0.114,1743.0,942.0,0
49498,7.9,0.17,8.36,754.0,211.0,0.027,0.114,1856.0,936.0,0
49499,7.9,0.17,8.36,752.0,211.0,0.027,0.114,1834.0,947.0,0
49500,7.9,0.17,8.36,754.0,211.0,0.027,0.114,1811.0,939.0,0
49501,7.9,0.17,8.36,754.0,211.0,0.027,0.114,1847.0,942.0,0
49502,7.9,0.17,8.35,754.0,211.0,0.027,0.114,1841.0,939.0,0
49503,7.9,0.17,8.35,754.0,211.0,0.027,0.114,1807.0,942.0,0
49504,7.9,0.17,8.35,754.0,211.0,0.032,0.116,1805.0,947.0,0
49505,7.9,0.17,8.34,754.0,211.0,0.028,0.116,1792.0,945.0,0
49506,7.9,0.17,8.34,754.0,211.0,0.027,0.117,1778.0,951.0,0
49507,7.9,0.17,8.34,754.0,211.0,0.028,0.116,1773.0,945.0,0
49508,7.9,0.17,8.34,753.0,211.0,0.027,0.114,1800.0,943.0,0
49509,7.9,0.17,8.34,754.0,211.0,0.027,0.117,1770.0,954.0,0
49510,7.9,0.17,8.34,754.0,211.0,0.027,0.118,1765.0,956.0,0
49511,7.9,0.17,8.34,754.0,211.0,0.027,0.117,1829.0,951.0,0
49512,7.9,0.17,8.33,754.0,211.0,0.027,0.114,1769.0,949.0,0
49513,7.9,0.17,8.34,754.0,211.0,0.027,0.117,1817.0,954.0,0
49514,7.9,0.17,8.33,755.0,211.0,0.027,0.118,1810.0,947.0,0
49515,7.9,0.17,8.33,754.0,211.0,0.027,0.116,1821.0,951.0,0
49516,7.9,0.17,8.33,755.0,211.0,0.028,0.117,1792.0,950.0,0
49517,7.9,0.17,8.33,754.0,211.0,0.027,0.117,1775.0,950.0,0
49518,7.9,0.17,8.33,755.0,211.0,0.027,0.118,1825.0,953.0,0
49519,7.9,0.17,8.33,755.0,211.0,0.027,0.118,1807.0,943.0,0
49520,7.9,0.17,8.33,755.0,211.0,0.027,0.118,1787.0,954.0,0
49521,7.9,0.17,8.33,754.0,211.0,0.027,0.117,1773.0,949.0,0
49522,7.9,0.17,8.33,754.0,211.0,0.027,0.117,1747.0,944.0,0
49523,7.9,0.17,8.33,755.0,211.0,0.027,0.116,1784.0,950.0,0
49524,7.9,0.17,8.33,754.0,211.0,0.027,0.117,1767.0,944.0,0
49525,7.9,0.17,8.34,754.0,211.0,0.027,0.118,1760.0,956.0,0
49526,7.9,0.17,8.34,754.0,211.0,0.026,0.117,1798.0,953.0,0
49527,7.8,0.17,8.34,754.0,211.0,0.027,0.117,1787.0,951.0,0
49528,7.8,0.17,8.34,754.0,211.0,0.027,0.117,1755.0,943.0,0
49529,7.8,0.17,8.34,754.0,211.0,0.027,0.117,1778.0,947.0,0
49530,7.8,0.17,8.34,753.0,211.0,0.027,0.117,1796.0,953.0,0
49531,7.8,0.17,8.34,754.0,211.0,0.027,0.117,1759.0,949.0,0
49532,7.8,0.17,8.34,754.0,211.0,0.027,0.116,1759.0,945.0,0
49533,7.8,0.17,8.34,754.0,211.0,0.027,0.114,1767.0,945.0,0
49534,7.8,0.17,8.34,754.0,211.0,0.027,0.116,1723.0,945.0,0
49535,7.8,0.17,8.35,754.0,211.0,0.027,0.116,1765.0,947.0,0
